"time (UTC)","Array Voltage (V)","Array Current (A)","Input Power (W)","Array Pmax(last sweep) (W)","Array Vmp (last sweep) (V)","Array Voc (last sweep) (V)","Battery Voltage (V)","Battery Voltage(slow) (V)","Battery Terminal Voltage (V)","Battery Sense Voltage (V)","Min. Battery Voltage(slow) (V)","Max. Battery Voltage(slow) (V)","Battery Current (A)","Battery Current(slow) (A)","Output Power (W)","Target Regulation Voltage (V)","Charge State ()","RTS Temperature (C)","Battery Temperature (C)","Heatsink Temperature (C)","Ah Charge Resetable (Ah)","Ah Charge Total (Ah)","kWh Charge Resetable (kWh)","kWh Charge Total (kWh)","LED State ()","Faults ()","Faults Daily ()","Alarms ()","Alarms Daily ()","Hourmeter (hrs)","Settings Switches ()"
"2021-05-18T15:45:54.142+00:00","431.50","-0.04","-17.27","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.01","0.01","33.97","54.53","Float","27.34","27.34","32.38","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:45:59.142+00:00","431.25","-0.04","-17.55","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.00","0.01","0.00","54.53","Float","27.34","27.34","32.34","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:04.142+00:00","431.25","-0.04","-17.55","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.00","0.01","0.00","54.53","Float","27.34","27.34","32.34","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:09.143+00:00","431.25","-0.04","-17.55","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.00","0.01","0.00","54.53","Float","27.34","27.34","32.34","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:14.143+00:00","430.75","-0.04","-17.80","364.00","394.00","464.75","54.81","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.53","Float","27.34","27.34","32.31","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:19.143+00:00","430.75","-0.04","-17.80","364.00","394.00","464.75","54.81","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.53","Float","27.34","27.34","32.31","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:24.143+00:00","430.75","-0.04","-17.80","364.00","394.00","464.75","54.81","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.53","Float","27.34","27.34","32.31","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:29.143+00:00","430.75","-0.04","-15.48","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:34.144+00:00","430.75","-0.04","-15.48","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:39.144+00:00","430.75","-0.04","-15.48","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:44.143+00:00","430.75","-0.03","-13.82","364.00","394.00","464.75","54.81","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.00","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:49.144+00:00","430.75","-0.03","-13.82","364.00","394.00","464.75","54.81","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.00","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:54.144+00:00","430.75","-0.03","-13.82","364.00","394.00","464.75","54.81","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.00","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:46:59.144+00:00","430.50","0.07","-14.35","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","0.00","0.02","0.15","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:04.144+00:00","430.50","0.07","-14.35","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","0.00","0.02","0.15","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:09.145+00:00","430.50","0.07","-14.35","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","0.00","0.02","0.15","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:14.144+00:00","430.25","-0.04","-12.76","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.01","0.02","0.57","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:19.144+00:00","430.25","-0.04","-12.76","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.01","0.02","0.57","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:24.145+00:00","430.25","-0.04","-12.76","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.01","0.02","0.57","54.53","Float","27.34","27.34","32.28","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:29.145+00:00","430.00","-0.04","-17.14","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.05","0.01","0.17","54.53","Float","27.34","27.34","32.22","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:34.145+00:00","430.00","-0.04","-17.14","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.05","0.01","0.17","54.53","Float","27.34","27.34","32.22","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:39.145+00:00","430.00","-0.04","-17.14","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.05","0.01","0.17","54.53","Float","27.34","27.34","32.22","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:44.145+00:00","430.00","-0.04","-17.14","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.05","0.01","0.17","54.53","Float","27.34","27.34","32.22","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:49.146+00:00","429.75","-0.04","-15.55","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.01","0.02","0.00","54.53","Float","27.34","27.34","32.22","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:54.145+00:00","429.75","-0.04","-15.55","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.01","0.02","0.00","54.53","Float","27.34","27.34","32.22","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:47:59.146+00:00","429.75","-0.04","-15.55","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.01","0.02","0.00","54.53","Float","27.34","27.34","32.22","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:04.145+00:00","429.50","-0.04","-17.13","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","0.50","0.02","0.00","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:09.146+00:00","429.50","-0.04","-17.13","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","0.50","0.02","0.00","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:14.146+00:00","429.50","-0.04","-17.13","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","0.50","0.02","0.00","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:19.146+00:00","429.75","-0.03","-15.55","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.00","0.01","0.25","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:24.146+00:00","429.75","-0.03","-15.55","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.00","0.01","0.25","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:29.146+00:00","429.75","-0.03","-15.55","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.00","0.01","0.25","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:34.146+00:00","429.50","-0.03","-14.82","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","-0.03","0.02","0.00","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:39.146+00:00","429.50","-0.03","-14.82","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","-0.03","0.02","0.00","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:44.147+00:00","429.50","-0.03","-14.82","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","-0.03","0.02","0.00","54.53","Float","27.34","27.34","32.19","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:49.147+00:00","429.75","-0.03","-15.35","364.00","394.00","464.75","54.31","54.78","54.72","54.78","40.91","91.13","-0.02","0.02","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:54.147+00:00","429.75","-0.03","-15.35","364.00","394.00","464.75","54.31","54.78","54.72","54.78","40.91","91.13","-0.02","0.02","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:48:59.147+00:00","429.75","-0.03","-15.35","364.00","394.00","464.75","54.31","54.78","54.72","54.78","40.91","91.13","-0.02","0.02","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:04.148+00:00","429.50","-0.04","-16.09","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","0.01","0.01","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:09.147+00:00","429.50","-0.04","-16.09","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","0.01","0.01","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:14.147+00:00","429.50","-0.04","-16.09","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","0.01","0.01","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:19.147+00:00","429.50","-0.04","-14.22","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.44","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:24.148+00:00","429.50","-0.04","-14.22","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.44","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:29.148+00:00","429.50","-0.04","-14.22","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.44","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:34.148+00:00","429.25","-0.04","-14.95","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:39.148+00:00","429.25","-0.04","-14.95","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:44.148+00:00","429.25","-0.04","-14.95","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.53","Float","27.34","27.34","32.13","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:49.148+00:00","429.00","-0.04","-15.71","364.00","394.00","464.75","54.88","54.78","54.81","54.84","40.91","91.13","0.01","0.01","0.00","54.53","Float","27.34","27.34","32.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:54.148+00:00","429.00","-0.04","-15.71","364.00","394.00","464.75","54.88","54.78","54.81","54.84","40.91","91.13","0.01","0.01","0.00","54.53","Float","27.34","27.34","32.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:49:59.149+00:00","429.00","-0.04","-15.71","364.00","394.00","464.75","54.88","54.78","54.81","54.84","40.91","91.13","0.01","0.01","0.00","54.53","Float","27.34","27.34","32.09","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:04.149+00:00","429.00","-0.04","-17.33","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","0.01","0.01","0.31","54.53","Float","27.34","27.34","32.06","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:09.150+00:00","429.00","-0.04","-17.33","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","0.01","0.01","0.31","54.53","Float","27.34","27.34","32.06","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:14.149+00:00","429.00","-0.04","-17.33","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","0.01","0.01","0.31","54.53","Float","27.34","27.34","32.06","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:19.149+00:00","429.00","-0.04","-17.33","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","0.01","0.01","0.31","54.53","Float","27.34","27.34","32.06","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:24.150+00:00","429.00","-0.04","-16.47","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.53","Float","27.34","27.34","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:29.150+00:00","429.00","-0.04","-16.47","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.53","Float","27.34","27.34","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:34.150+00:00","429.00","-0.04","-16.47","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.53","Float","27.34","27.34","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:39.150+00:00","428.50","-0.04","-14.59","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.03","0.01","5.43","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:44.150+00:00","428.50","-0.04","-14.59","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.03","0.01","5.43","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:49.150+00:00","428.50","-0.04","-14.59","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.03","0.01","5.43","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:54.150+00:00","429.50","-0.04","-19.31","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:50:59.151+00:00","429.50","-0.04","-19.31","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:04.151+00:00","429.50","-0.04","-19.31","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:09.151+00:00","429.75","-0.04","-19.05","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.03","0.01","0.42","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:14.151+00:00","429.75","-0.04","-19.05","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.03","0.01","0.42","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:19.151+00:00","429.75","-0.04","-19.05","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.03","0.01","0.42","54.53","Float","27.36","27.36","32.03","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:24.152+00:00","430.25","-0.03","-16.23","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.36","27.36","32.00","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:29.151+00:00","430.25","-0.03","-16.23","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.36","27.36","32.00","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:34.152+00:00","430.25","-0.03","-16.23","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.02","0.01","0.00","54.53","Float","27.36","27.36","32.00","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:39.152+00:00","430.75","-0.04","-17.39","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.53","Float","27.38","27.38","31.97","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:44.151+00:00","430.75","-0.04","-17.39","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.53","Float","27.38","27.38","31.97","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:49.152+00:00","430.75","-0.04","-17.39","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.04","0.01","0.00","54.53","Float","27.38","27.38","31.97","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:51:54.152+00:00","430.75","-0.04","-17.75","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.00","0.01","0.00","54.53","Float","27.36","27.36","31.95","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
